INCIDENT_NUMBER,OFFENSE_DESCRIPTION,SHOOTING,OCCURRED_ON_DATE,MONTH,DAY_OF_WEEK,HOUR,STREET,Lat,Long,Neighborhood_Geopy
222079513.0,ASSAULT - SIMPLE,0.0,2022-10-15 03:36:00,10.0,Saturday,3.0,"GLENWAY ST & BLUE HILL AVE
DORCHESTER  MA 02121
UN",42.3019,-71.0856,Roxbury
222079511.0,INVESTIGATE PROPERTY,0.0,2022-10-15 03:56:00,10.0,Saturday,3.0,BLUE HILL AVE,42.2778,-71.0933,Mattapan
222079509.0,M/V ACCIDENT - INVOLVING PEDESTRIAN - INJURY,0.0,2022-10-15 00:00:00,10.0,Saturday,0.0,BOWDOIN ST,42.3037,-71.071,Dorchester
222079508.0,M/V - LEAVING SCENE - PROPERTY DAMAGE,0.0,2022-10-15 01:40:00,10.0,Saturday,1.0,SEAVER ST,42.3088,-71.0906,Roxbury
222079504.0,ASSAULT - SIMPLE,0.0,2022-10-15 01:49:00,10.0,Saturday,1.0,TREMONT ST,42.3504,-71.0651,No Details
222079503.0,INVESTIGATE PERSON,0.0,2022-10-15 02:30:00,10.0,Saturday,2.0,SEAVER ST,42.3128,-71.0939,Roxbury
222079502.0,BALLISTICS EVIDENCE/FOUND,0.0,2022-10-15 02:26:00,10.0,Saturday,2.0,WORCESTER ST,42.339,-71.0775,South End
222079501.0,ASSAULT - AGGRAVATED,0.0,2022-10-15 02:45:00,10.0,Saturday,2.0,SALEM ST,42.3651,-71.0555,North End
222079500.0,MISSING PERSON,0.0,2022-10-13 23:05:00,10.0,Thursday,23.0,GEORGIA ST,42.3104,-71.0853,Roxbury
222079498.0,M/V - LEAVING SCENE - PROPERTY DAMAGE,0.0,2022-10-15 02:17:00,10.0,Saturday,2.0,VICTORY RD,42.296,-71.0537,Dorchester
222079494.0,M/V - LEAVING SCENE - PROPERTY DAMAGE,0.0,2022-10-15 02:16:00,10.0,Saturday,2.0,"BEACH ST & JOHN F. FITZGERALD SURFACE RD
BOSTON  M",42.3511,-71.0594,No Details
222079493.0,SICK ASSIST,0.0,2022-10-15 01:27:00,10.0,Saturday,1.0,G ST,42.3359,-71.0443,South Boston
222079492.0,M/V ACCIDENT - PERSONAL INJURY,0.0,2022-10-15 01:52:00,10.0,Saturday,1.0,"BOYLSTON ST & CHARLES ST S
BOSTON  MA 02116
UNITED",42.3525,-71.0675,No Details
222079490.0,VANDALISM,0.0,2022-10-15 01:20:00,10.0,Saturday,1.0,WALNUT PARK,42.3159,-71.0969,Roxbury
222079489.0,LARCENY ALL OTHERS,0.0,2022-10-15 01:42:00,10.0,Saturday,1.0,LANSDOWNE ST,42.3472,-71.0964,Fenway/Kenmore
222079488.0,INVESTIGATE PERSON,0.0,2022-10-15 00:39:00,10.0,Saturday,0.0,FREMONT ST,42.2709,-71.0919,Mattapan
222079485.0,AFFRAY,0.0,2022-10-15 01:35:00,10.0,Saturday,1.0,"BOYLSTON ST & TREMONT ST
BOSTON  MA 02116
UNITED S",42.3524,-71.0646,Beacon Hill
222079484.0,M/V - LEAVING SCENE - PERSONAL INJURY,0.0,2022-10-15 00:41:00,10.0,Saturday,0.0,"LEXINGTON ST & E EAGLE ST
EAST BOSTON  MA 02128
UN",42.3813,-71.0278,East Boston
222079482.0,DRUGS - POSSESSION/ SALE/ MANUFACTURING/ USE,0.0,2022-10-15 01:00:00,10.0,Saturday,1.0,"EVERETT ST & N BEACON ST
BRIGHTON  MA 02134
UNITED",42.3538,-71.1391,Allston
222079479.0,SICK ASSIST,0.0,2022-10-14 23:03:00,10.0,Friday,23.0,"TREMONT ST & CAMDEN ST
BOSTON  MA 02118
UNITED STA",42.3384,-71.082,South End
222079478.0,M/V ACCIDENT - OTHER,0.0,2022-10-15 01:00:00,10.0,Saturday,1.0,"CONGRESS ST & SUDBURY ST
BOSTON  MA 02203
UNITED S",42.3625,-71.0584,No Details
222079477.0,TOWED MOTOR VEHICLE,0.0,2022-10-15 01:12:00,10.0,Saturday,1.0,WINTHROP ST,42.3233,-71.0755,Roxbury
222079476.0,ASSAULT - SIMPLE,0.0,2022-10-15 00:32:00,10.0,Saturday,0.0,DUDLEY ST,42.3205,-71.0716,Roxbury
222079475.0,INVESTIGATE PERSON,0.0,2022-10-14 23:48:00,10.0,Friday,23.0,NOTTINGHAM ST,42.3012,-71.0735,Dorchester
222079474.0,INVESTIGATE PROPERTY,0.0,2022-10-14 23:02:00,10.0,Friday,23.0,HARRISON AVE,42.3512,-71.0613,No Details
222079472.0,M/V - LEAVING SCENE - PROPERTY DAMAGE,0.0,2022-10-15 00:30:00,10.0,Saturday,0.0,BLUE HILL AVE,42.2848,-71.0914,Mattapan
222079471.0,ROBBERY,0.0,2022-10-15 00:18:00,10.0,Saturday,0.0,"BOYLSTON ST & DARTMOUTH ST
BOSTON  MA 02116
UNITED",42.3501,-71.0773,Back Bay
222079470.0,ASSAULT - SIMPLE,0.0,2022-10-14 23:43:00,10.0,Friday,23.0,LEVANT ST,42.3032,-71.0704,Dorchester
222079469.0,LARCENY ALL OTHERS,0.0,2022-10-15 00:15:00,10.0,Saturday,0.0,SUMMER ST,42.3465,-71.0428,South Boston
222079468.0,ASSAULT - SIMPLE,0.0,2022-10-14 23:36:00,10.0,Friday,23.0,SARATOGA ST,42.3842,-71.0,East Boston
222079467.0,M/V ACCIDENT - PROPERTY DAMAGE,0.0,2022-10-14 23:45:00,10.0,Friday,23.0,N BEACON ST,42.356,-71.1483,Brighton
222079465.0,BREAKING AND ENTERING (B&E) MOTOR VEHICLE,0.0,2022-10-15 00:17:00,10.0,Saturday,0.0,EDGERLY RD,42.3456,-71.0878,Fenway/Kenmore
222079463.0,INVESTIGATE PROPERTY,0.0,2022-10-14 23:42:00,10.0,Friday,23.0,FORT AVE,42.3264,-71.0959,Roxbury
222079461.0,M/V ACCIDENT - INVOLVING BICYCLE - NO INJURY,0.0,2022-10-15 00:00:00,10.0,Saturday,0.0,"I ST & E BROADWAY
SOUTH BOSTON  MA 02127
UNITED ST",42.3356,-71.0399,South Boston
222079459.0,SICK ASSIST - DRUG RELATED ILLNESS,0.0,2022-10-14 23:37:00,10.0,Friday,23.0,OCEAN VIEW DR,42.3193,-71.0387,Dorchester
222079458.0,BALLISTICS EVIDENCE/FOUND,1.0,2022-10-14 23:44:00,10.0,Friday,23.0,RIVER ST,42.2696,-71.0908,Mattapan
222079454.0,LARCENY THEFT OF BICYCLE,0.0,2022-10-14 21:15:00,10.0,Friday,21.0,HARRISON AVE,42.3395,-71.0694,South End
222079453.0,MISSING PERSON,0.0,2022-10-14 23:57:00,10.0,Friday,23.0,GIBSON ST,42.2976,-71.0597,Dorchester
222079452.0,SICK/INJURED/MEDICAL - PERSON,0.0,2022-10-14 22:33:00,10.0,Friday,22.0,HARRISON AVE,42.3392,-71.0698,South End
222079451.0,M/V ACCIDENT - PROPERTY DAMAGE,0.0,2022-10-14 23:10:00,10.0,Friday,23.0,CORNELL ST,42.2765,-71.131,Roslindale
222079450.0,MISSING PERSON,0.0,2022-10-14 22:35:00,10.0,Friday,22.0,BLUE HILL AVE,42.3058,-71.0847,Roxbury
222079449.0,BOMB THREAT,0.0,2022-10-14 22:55:00,10.0,Friday,22.0,ALBANY ST,42.3426,-71.0627,South End
222079447.0,BURGLARY - RESIDENTIAL,0.0,2022-10-14 15:00:00,10.0,Friday,15.0,CHESTER ST,42.3532,-71.1282,Allston
222079446.0,INVESTIGATE PERSON,0.0,2022-10-14 22:42:00,10.0,Friday,22.0,DUSTIN ST,42.354,-71.1447,Brighton
222079445.0,THREATS TO DO BODILY HARM,0.0,2022-10-14 22:00:00,10.0,Friday,22.0,NEWBURY ST,42.3524,-71.0723,Back Bay
222079443.0,BALLISTICS EVIDENCE/FOUND,1.0,2022-10-14 22:35:00,10.0,Friday,22.0,FRANKLIN HILL AVE & FERMOY HEIGHTS AVE,42.2953,-71.091,Mattapan
222079442.0,SICK ASSIST,0.0,2022-10-14 00:00:00,10.0,Friday,0.0,ANNUNCIATION RD,42.3351,-71.0932,Mission Hill
222079441.0,M/V ACCIDENT - PROPERTY DAMAGE,0.0,2022-10-14 22:07:00,10.0,Friday,22.0,"COLUMBIA RD & INTERVALE ST
DORCHESTER  MA 02121
UN",42.3092,-71.074,Roxbury
222079440.0,LARCENY ALL OTHERS,0.0,2022-10-14 17:00:00,10.0,Friday,17.0,ALLSTATE RD,42.3281,-71.0632,Dorchester
222079438.0,LARCENY ALL OTHERS,0.0,2022-10-14 21:02:00,10.0,Friday,21.0,TALBOT AVE,42.2886,-71.0663,Dorchester
222079437.0,INVESTIGATE PERSON,0.0,2022-10-14 21:40:00,10.0,Friday,21.0,"MELNEA CASS BLVD & ALBANY ST
BOSTON  MA 02119
UNIT",42.3312,-71.077,Roxbury
222079436.0,AUTO THEFT,0.0,2022-10-14 19:38:00,10.0,Friday,19.0,"HYDE PARK AVE & WASHINGTON ST
JAMAICA PLAIN  MA 02",42.2999,-71.1136,Roslindale
222079435.0,SICK ASSIST,0.0,2022-10-14 20:27:00,10.0,Friday,20.0,HEATH ST,42.3261,-71.1049,Mission Hill
222079434.0,INVESTIGATE PERSON,0.0,2022-10-14 21:09:00,10.0,Friday,21.0,WASHINGTON ST,42.3354,-71.0784,South End
222079432.0,VANDALISM,0.0,2022-10-14 21:11:00,10.0,Friday,21.0,COLONEL MICHAEL J. MCDONOUGH WAY,42.3279,-71.0531,South Boston
222079431.0,TOWED MOTOR VEHICLE,0.0,2022-10-14 19:10:00,10.0,Friday,19.0,"BLUE HILL AVE & GEORGIA ST
DORCHESTER  MA 02121
UN",42.3093,-71.0828,Roxbury
222079430.0,SICK ASSIST - DRUG RELATED ILLNESS,0.0,2022-10-14 20:30:00,10.0,Friday,20.0,BOYLSTON ST,42.3498,-71.0784,Back Bay
222079428.0,VANDALISM,0.0,2022-10-14 20:31:00,10.0,Friday,20.0,"GENERAL CASIMIR PULASKI SKWY & FRONTAGE RD
ROXBURY",42.3354,-71.0648,South Boston
222079427.0,SICK ASSIST - DRUG RELATED ILLNESS,0.0,2022-10-14 19:15:00,10.0,Friday,19.0,COLUMBUS AVE,42.3151,-71.0975,Roxbury
222079425.0,SICK ASSIST - DRUG RELATED ILLNESS,0.0,2022-10-14 21:04:00,10.0,Friday,21.0,S HUNTINGTON AVE,42.3296,-71.1111,Jamaica Plain
222079424.0,MISSING PERSON,0.0,2022-10-14 20:26:00,10.0,Friday,20.0,HANCOCK ST,42.3104,-71.0613,Dorchester
222079421.0,FRAUD - FALSE PRETENSE / SCHEME,0.0,2022-10-14 20:29:00,10.0,Friday,20.0,AVENUE DE LAFAYETTE,42.3533,-71.061,Downtown Boston
222079419.0,PROPERTY - LOST/ MISSING,0.0,2022-10-14 21:01:00,10.0,Friday,21.0,CUMMINS HWY,42.268,-71.0948,Mattapan
222079418.0,INVESTIGATE PERSON,0.0,2022-10-14 20:54:00,10.0,Friday,20.0,ATLANTIC AVE,42.3603,-71.0522,North End
222079417.0,ASSAULT - SIMPLE,0.0,2022-10-14 20:55:00,10.0,Friday,20.0,WASHINGTON ST,42.3491,-71.1505,Brighton
222079416.0,SICK/INJURED/MEDICAL - PERSON,0.0,2022-10-14 18:35:00,10.0,Friday,18.0,NEW SUDBURY ST,42.3618,-71.0598,No Details
222079415.0,BURGLARY - COMMERICAL,0.0,2022-09-24 23:27:00,9.0,Saturday,23.0,MAVERICK SQ,42.3694,-71.0392,East Boston
222079413.0,AUTO THEFT - MOTORCYCLE / SCOOTER,0.0,2022-10-12 00:00:00,10.0,Wednesday,0.0,W BROADWAY,42.3413,-71.0547,South Boston
222079412.0,SICK/INJURED/MEDICAL - PERSON,0.0,2022-10-14 20:23:00,10.0,Friday,20.0,RIVER ST,42.2539,-71.1291,Hyde Park
222079411.0,VERBAL DISPUTE,0.0,2022-10-14 20:16:00,10.0,Friday,20.0,GLENDALE ST,42.3133,-71.0659,Dorchester
222079408.0,"ANIMAL INCIDENTS (DOG BITES, LOST DOG, ETC)",0.0,2022-10-14 20:09:00,10.0,Friday,20.0,JEWISH WAR VETERANS DR,42.3037,-71.0913,Roxbury
222079405.0,SICK/INJURED/MEDICAL - PERSON,0.0,2022-10-14 19:36:00,10.0,Friday,19.0,WARREN ST,42.3278,-71.083,Roxbury
222079402.0,TOWED MOTOR VEHICLE,0.0,2022-10-14 19:00:00,10.0,Friday,19.0,SINCLAIR RD,42.3542,-71.1396,Allston
222079400.0,FIREARM/WEAPON - FOUND OR CONFISCATED,0.0,2022-10-14 00:00:00,10.0,Friday,0.0,"TALBOT AVE & WELLES AVE
DORCHESTER  MA 02124
UNITE",42.2891,-71.067,Dorchester
222079399.0,SICK ASSIST,0.0,2022-10-14 20:12:00,10.0,Friday,20.0,WEYMOUTH AVE,42.2666,-71.1524,Roxbury
222079397.0,FORGERY / COUNTERFEITING,0.0,2022-10-05 14:00:00,10.0,Wednesday,14.0,CENTRE ST,42.2871,-71.1482,Roxbury
222079396.0,VAL - OPERATING AFTER REV/SUSP.,0.0,2022-10-14 19:20:00,10.0,Friday,19.0,CAUSEWAY ST,42.3654,-71.0615,West End
222079395.0,INVESTIGATE PROPERTY,0.0,2022-10-14 20:03:00,10.0,Friday,20.0,GIBSON ST,42.2976,-71.0597,Dorchester
222079394.0,INVESTIGATE PROPERTY,0.0,2022-10-14 19:00:00,10.0,Friday,19.0,GIBSON ST,42.2976,-71.0597,Dorchester
222079393.0,HARASSMENT/ CRIMINAL HARASSMENT,0.0,2022-10-14 16:00:00,10.0,Friday,16.0,PARIS ST,42.3708,-71.0393,East Boston
222079392.0,INVESTIGATE PERSON,0.0,2022-10-14 19:07:00,10.0,Friday,19.0,CENTRE ST,42.3131,-71.1141,Jamaica Plain
222079391.0,PROPERTY - FOUND,0.0,2022-10-14 09:00:00,10.0,Friday,9.0,NEW SUDBURY ST,42.3618,-71.0598,No Details
222079389.0,LARCENY SHOPLIFTING,0.0,2022-10-14 18:58:00,10.0,Friday,18.0,WASHINGTON ST,42.3551,-71.0609,Downtown Boston
222079387.0,FRAUD - FALSE PRETENSE / SCHEME,0.0,2022-10-14 15:00:00,10.0,Friday,15.0,WASHINGTON ST,42.3491,-71.1505,Brighton
222079385.0,LARCENY SHOPLIFTING,0.0,2022-10-14 19:23:00,10.0,Friday,19.0,TRUMAN PKWY,42.2412,-71.1263,Hyde Park
222079380.0,FRAUD - FALSE PRETENSE / SCHEME,0.0,2022-10-14 19:22:00,10.0,Friday,19.0,GIBSON ST,42.2976,-71.0597,Dorchester
222079379.0,M/V ACCIDENT - OTHER,0.0,2022-10-14 18:31:00,10.0,Friday,18.0,WASHINGTON ST,42.2906,-71.0717,Dorchester
222079378.0,INVESTIGATE PERSON,0.0,2022-10-14 18:54:00,10.0,Friday,18.0,GEORGETOWNE DR,42.2594,-71.148,Roxbury
222079377.0,ASSAULT - AGGRAVATED,0.0,2022-10-14 18:32:00,10.0,Friday,18.0,CAMBRIDGE ST,42.3611,-71.0662,Beacon Hill
222079373.0,SICK ASSIST - DRUG RELATED ILLNESS,0.0,2022-10-14 17:05:00,10.0,Friday,17.0,"SALEM ST & STILLMAN ST
BOSTON  MA 02113
UNITED STA",42.3636,-71.0559,North End
222079372.0,LARCENY ALL OTHERS,0.0,2022-10-14 19:08:00,10.0,Friday,19.0,GIBSON ST,42.2976,-71.0597,Dorchester
222079370.0,SICK ASSIST,0.0,2022-10-14 17:43:00,10.0,Friday,17.0,ENDICOTT ST,42.3648,-71.0574,North End
222079369.0,INVESTIGATE PERSON,0.0,2022-10-14 17:22:00,10.0,Friday,17.0,DUDLEY TER,42.3181,-71.0671,Dorchester
222079368.0,M/V - LEAVING SCENE - PROPERTY DAMAGE,0.0,2022-10-14 17:00:00,10.0,Friday,17.0,WASHINGTON ST,42.3097,-71.1043,Jamaica Plain
222079366.0,VAL - OPERATING AFTER REV/SUSP.,0.0,2022-10-14 18:09:00,10.0,Friday,18.0,HYDE PARK AVE,42.2426,-71.1304,Hyde Park
222079365.0,INVESTIGATE PERSON,0.0,2022-10-14 18:54:00,10.0,Friday,18.0,GIBSON ST,42.2976,-71.0597,Dorchester
222079364.0,WARRANT ARREST - OUTSIDE OF BOSTON WARRANT,0.0,2022-10-14 18:12:00,10.0,Friday,18.0,DAVISON ST,42.2589,-71.1166,Hyde Park
222079363.0,INVESTIGATE PERSON,0.0,2022-10-14 15:17:00,10.0,Friday,15.0,SOUTHAMPTON ST,42.3321,-71.0701,Dorchester
222079362.0,ASSAULT - SIMPLE,0.0,2022-10-14 17:32:00,10.0,Friday,17.0,BLUE HILL AVE,42.2682,-71.0939,Mattapan
222079361.0,VAL - OPERATING AFTER REV/SUSP.,0.0,2022-10-14 17:53:00,10.0,Friday,17.0,WOODVILLE ST,42.3214,-71.0767,Roxbury
222079360.0,LANDLORD - TENANT,0.0,2022-10-14 18:12:00,10.0,Friday,18.0,ANGELL ST,42.2964,-71.0888,Mattapan
222079359.0,VANDALISM,0.0,2022-10-14 18:03:00,10.0,Friday,18.0,TALBOT AVE,42.2871,-71.0649,Dorchester
222079358.0,FRAUD - CREDIT CARD / ATM FRAUD,0.0,2022-10-05 08:00:00,10.0,Wednesday,8.0,GIBSON ST,42.2976,-71.0597,Dorchester
222079357.0,LARCENY ALL OTHERS,0.0,2022-10-14 18:28:00,10.0,Friday,18.0,W BROADWAY,42.3413,-71.0547,South Boston
222079356.0,INVESTIGATE PERSON,0.0,2022-10-14 18:22:00,10.0,Friday,18.0,WASHINGTON ST,42.3287,-71.0856,Roxbury
222079355.0,WARRANT ARREST - OUTSIDE OF BOSTON WARRANT,0.0,2022-10-14 00:00:00,10.0,Friday,0.0,LAUREL ST,42.3198,-71.0857,Roxbury
222079354.0,MISSING PERSON,0.0,2022-10-07 07:00:00,10.0,Friday,7.0,PARIS ST,42.3708,-71.0393,East Boston
222079353.0,SICK/INJURED/MEDICAL - PERSON,0.0,2022-10-14 17:53:00,10.0,Friday,17.0,PARK ST,42.2868,-71.1588,Roxbury
222079352.0,MISSING PERSON - NOT REPORTED - LOCATED,0.0,2022-10-14 16:55:00,10.0,Friday,16.0,NEWBURY ST,42.349,-71.0849,Back Bay
222079351.0,INVESTIGATE PERSON,0.0,2022-10-13 00:00:00,10.0,Thursday,0.0,WASHINGTON ST,42.2798,-71.1352,Roslindale
222079350.0,LARCENY ALL OTHERS,0.0,2022-10-14 18:14:00,10.0,Friday,18.0,W BROADWAY,42.3413,-71.0547,South Boston
222079349.0,LARCENY ALL OTHERS,0.0,2022-10-14 15:30:00,10.0,Friday,15.0,HOMESTEAD ST,42.3134,-71.0935,Roxbury
222079346.0,INVESTIGATE PROPERTY,0.0,2022-10-14 17:25:00,10.0,Friday,17.0,NORTHAMPTON ST,42.334,-71.0754,South End
222079345.0,SICK ASSIST,0.0,2022-10-14 17:17:00,10.0,Friday,17.0,ASTORIA ST,42.2802,-71.0869,Mattapan
222079343.0,SICK ASSIST - DRUG RELATED ILLNESS,0.0,2022-10-14 17:00:00,10.0,Friday,17.0,TREMONT ST,42.3577,-71.0608,Beacon Hill
222079342.0,LARCENY THEFT FROM BUILDING,0.0,2022-10-14 15:44:00,10.0,Friday,15.0,HARRISON AVE,42.337,-71.0726,South End
222079341.0,INVESTIGATE PROPERTY,0.0,2022-10-14 17:26:00,10.0,Friday,17.0,FAIRMOUNT AVE,42.2555,-71.1208,Hyde Park
222077324.0,SICK ASSIST,0.0,2022-10-07 12:00:00,10.0,Friday,12.0,RIVER ST,42.2559,-71.1232,Hyde Park
222079338.0,SICK ASSIST,0.0,2022-10-14 17:25:00,10.0,Friday,17.0,DARTMOUTH ST,42.3477,-71.0762,Back Bay
222079337.0,LARCENY SHOPLIFTING,0.0,2022-10-14 16:58:00,10.0,Friday,16.0,DORCHESTER AVE,42.3132,-71.0572,Dorchester
222079336.0,INVESTIGATE PROPERTY,0.0,2022-10-14 16:34:00,10.0,Friday,16.0,E FOURTH ST,42.3346,-71.0425,South Boston
222079335.0,VAL - OPERATING AFTER REV/SUSP.,0.0,2022-10-14 17:03:00,10.0,Friday,17.0,"MASSACHUSETTS AVE & HUNTINGTON AVE
BOSTON  MA 0211",42.3427,-71.0848,Fenway/Kenmore
222079334.0,FRAUD - CREDIT CARD / ATM FRAUD,0.0,2022-10-14 17:27:00,10.0,Friday,17.0,QUINCY ST,42.3137,-71.077,Dorchester
222079333.0,INVESTIGATE PERSON,0.0,2022-10-14 14:48:00,10.0,Friday,14.0,POND ST,42.3095,-71.1313,Jamaica Plain
222079332.0,INVESTIGATE PERSON,0.0,2022-10-14 16:45:00,10.0,Friday,16.0,CENTRE ST,42.2871,-71.1482,Roxbury
222079330.0,BREAKING AND ENTERING (B&E) MOTOR VEHICLE,0.0,2022-10-13 17:00:00,10.0,Thursday,17.0,AUSTIN ST,42.3748,-71.066,Charlestown
222079328.0,FRAUD - FALSE PRETENSE / SCHEME,0.0,2022-10-13 09:00:00,10.0,Thursday,9.0,WASHINGTON ST,42.3491,-71.1505,Brighton
222079327.0,LARCENY SHOPLIFTING,0.0,2022-10-14 16:49:00,10.0,Friday,16.0,WASHINGTON ST,42.3551,-71.0609,Downtown Boston
222079326.0,INVESTIGATE PROPERTY,0.0,2022-10-14 17:42:00,10.0,Friday,17.0,HOLMAN ST,42.3587,-71.1298,Allston
222079325.0,VANDALISM,0.0,2022-10-14 15:51:00,10.0,Friday,15.0,WASHINGTON ST,42.3491,-71.1505,Brighton
222079323.0,M/V - LEAVING SCENE - PROPERTY DAMAGE,0.0,2022-10-14 09:00:00,10.0,Friday,9.0,CENTRE ST,42.2873,-71.1531,Roxbury
222079321.0,PROPERTY - FOUND,0.0,2022-10-14 16:22:00,10.0,Friday,16.0,HESTIA PARK,42.323,-71.0849,Roxbury
222079320.0,LARCENY THEFT OF BICYCLE,0.0,2022-10-10 10:00:00,10.0,Monday,10.0,WASHINGTON ST,42.3491,-71.1505,Brighton
222079319.0,SICK ASSIST,0.0,2022-10-14 16:23:00,10.0,Friday,16.0,PARK DR,42.3406,-71.0989,Fenway/Kenmore
222079317.0,LARCENY THEFT FROM BUILDING,0.0,2022-10-14 12:00:00,10.0,Friday,12.0,HARRISON AVE,42.3395,-71.0694,South End
222079316.0,INVESTIGATE PROPERTY,0.0,2022-10-14 00:00:00,10.0,Friday,0.0,GIBSON ST,42.2976,-71.0597,Dorchester
222079315.0,SICK/INJURED/MEDICAL - PERSON,0.0,2022-10-14 15:38:00,10.0,Friday,15.0,BOWDOIN ST,42.3604,-71.0629,Beacon Hill
222079313.0,INVESTIGATE PERSON,0.0,2022-10-10 21:00:00,10.0,Monday,21.0,HICHBORN ST,42.3556,-71.1438,Brighton
222079312.0,FIREARM/WEAPON - FOUND OR CONFISCATED,0.0,2022-10-14 13:58:00,10.0,Friday,13.0,BABSON ST,42.2749,-71.0922,Mattapan
222079308.0,M/V ACCIDENT - OTHER,0.0,2022-10-14 00:00:00,10.0,Friday,0.0,W BROADWAY,42.3413,-71.0547,South Boston
222079306.0,DRUGS - POSSESSION/ SALE/ MANUFACTURING/ USE,0.0,2022-10-14 07:30:00,10.0,Friday,7.0,CENTRE ST,42.2871,-71.1482,Roxbury
222079305.0,INVESTIGATE PERSON,0.0,2022-10-14 15:56:00,10.0,Friday,15.0,STANTON ST,42.2841,-71.0794,Mattapan
222079304.0,PROPERTY - FOUND,0.0,2022-10-14 00:00:00,10.0,Friday,0.0,WASHINGTON ST,42.3097,-71.1043,Jamaica Plain
222079303.0,SICK ASSIST,0.0,2022-10-14 14:31:00,10.0,Friday,14.0,ROSECLAIR ST,42.3214,-71.0572,Dorchester
222079302.0,SICK ASSIST,0.0,2022-10-14 15:32:00,10.0,Friday,15.0,"ALBION ST & BEACON ST
HYDE PARK  MA 02136
UNITED S",42.2538,-71.1158,Hyde Park
222079300.0,M/V - LEAVING SCENE - PROPERTY DAMAGE,0.0,2022-10-10 21:30:00,10.0,Monday,21.0,GIBSON ST,42.2976,-71.0597,Dorchester
222079299.0,ASSAULT - SIMPLE,0.0,2022-10-14 14:21:00,10.0,Friday,14.0,RIVER ST,42.2673,-71.0946,Mattapan
222079298.0,HARASSMENT/ CRIMINAL HARASSMENT,0.0,2022-10-14 15:32:00,10.0,Friday,15.0,WASHINGTON ST,42.3491,-71.1505,Brighton
222079297.0,M/V ACCIDENT - OTHER,0.0,2022-10-14 14:50:00,10.0,Friday,14.0,"MALCOLM X BLVD & TREMONT ST
ROXBURY  MA 02119
UNIT",42.3314,-71.0944,Roxbury
222079296.0,FIRE REPORT,0.0,2022-10-14 14:11:00,10.0,Friday,14.0,BUTTONWOOD ST,42.3203,-71.0558,Dorchester
222079295.0,THREATS TO DO BODILY HARM,0.0,2022-10-14 15:05:00,10.0,Friday,15.0,DORCHESTER AVE,42.2727,-71.0679,Dorchester
222079294.0,FRAUD - FALSE PRETENSE / SCHEME,0.0,2022-10-05 12:00:00,10.0,Wednesday,12.0,CENTRE ST,42.2871,-71.1482,Roxbury
222079293.0,AUTO THEFT - LEASED/RENTED VEHICLE,0.0,2022-09-30 00:00:00,9.0,Friday,0.0,GIBSON ST,42.2976,-71.0597,Dorchester
222079292.0,INVESTIGATE PERSON,0.0,2022-10-14 12:22:00,10.0,Friday,12.0,COLUMBIA RD,42.3142,-71.0677,Dorchester
222079290.0,THREATS TO DO BODILY HARM,0.0,2022-10-13 12:00:00,10.0,Thursday,12.0,CENTRE ST,42.2871,-71.1482,Roxbury
222079289.0,M/V - LEAVING SCENE - PROPERTY DAMAGE,0.0,2022-10-14 02:53:00,10.0,Friday,2.0,BENNINGTON ST,42.3843,-71.0139,East Boston
222079288.0,M/V - LEAVING SCENE - PROPERTY DAMAGE,0.0,2022-10-14 14:11:00,10.0,Friday,14.0,HARRISON AVE,42.3395,-71.0694,South End
222079287.0,THREATS TO DO BODILY HARM,0.0,2022-10-14 14:19:00,10.0,Friday,14.0,BLUE HILL AVE,42.2991,-71.0865,Roxbury
222079286.0,M/V - LEAVING SCENE - PROPERTY DAMAGE,0.0,2022-10-13 09:00:00,10.0,Thursday,9.0,BLUE HILL AVE,42.2848,-71.0914,Mattapan
222079285.0,THREATS TO DO BODILY HARM,0.0,2022-10-14 10:13:00,10.0,Friday,10.0,SCHROEDER PLZ,42.3337,-71.0919,Roxbury
222079284.0,INVESTIGATE PERSON,0.0,2022-10-14 14:13:00,10.0,Friday,14.0,WASHINGTON ST,42.2791,-71.0697,Dorchester
222079283.0,BREAKING AND ENTERING (B&E) MOTOR VEHICLE,0.0,2022-10-14 14:31:00,10.0,Friday,14.0,WASHINGTON ST,42.3491,-71.1505,Brighton
222079281.0,INVESTIGATE PROPERTY,0.0,2022-10-14 13:50:00,10.0,Friday,13.0,E NEWTON ST,42.3385,-71.0731,South End
222079280.0,ROBBERY,0.0,2022-10-14 13:55:00,10.0,Friday,13.0,MASSACHUSETTS AVE,42.3315,-71.0709,Dorchester
222079278.0,PROPERTY - FOUND,0.0,2022-10-14 14:15:00,10.0,Friday,14.0,WASHINGTON ST,42.3097,-71.1043,Jamaica Plain
222079277.0,TOWED MOTOR VEHICLE,0.0,2022-10-14 12:41:00,10.0,Friday,12.0,MOUNT HOPE ST,42.282,-71.1142,Roslindale
222079275.0,DRUGS - POSSESSION/ SALE/ MANUFACTURING/ USE,0.0,2022-10-14 14:09:00,10.0,Friday,14.0,KEARSARGE AVE,42.3274,-71.0826,Roxbury
222079272.0,ASSAULT - SIMPLE,0.0,2022-10-14 12:56:00,10.0,Friday,12.0,WARREN AVE,42.3445,-71.0736,South End
222079270.0,DEATH INVESTIGATION,0.0,2022-10-14 13:20:00,10.0,Friday,13.0,W DEDHAM ST,42.3411,-71.0718,South End
